rank,name,items,owners,link,Unnamed: 5,scan,contract address,Time,text plagiarism,image plagiarism,manual label,Creation Time >= 3,trading volume >= 1500,Official website verification,counterfeit_sure
259,The Azuki PBT Collection Pass,1K,2,https://rarible.com/collection/polygon/0x1a299a1321de13a0af59804e73d390c68eb93118,,Polygon,0x1a299a1321de13a0af59804e73d390c68eb93118,2023/1/13 8:20,1,,,,,,
26,Azuki Mfer,10K,3,https://rarible.com/collection/polygon/0xffa551a20b1bb6502ac5ee8e76819e12bb9aab9b,,Polygon,0xffa551a20b1bb6502ac5ee8e76819e12bb9aab9b,2022/4/4 22:10,1,,,,,,
260,Great Azuki,1K,10.2K,https://rarible.com/collection/polygon/0x1aa719b9f03344f17b4f7523b2e66654dd9deec9,,Polygon,0x1aa719b9f03344f17b4f7523b2e66654dd9deec9,2022/6/20 19:23,1,,,,,,
261,The Big Azuki,1K,10K,https://rarible.com/collection/polygon/0x293e88b8287c0ba376cfdb6e6df0dcc5310be668,,Polygon,0x293e88b8287c0ba376cfdb6e6df0dcc5310be668,2022/6/21 8:44,1,,,,,,
262,The Azuki Dragon Skateboard Originals Pass,1K,128,https://rarible.com/collection/polygon/0x2b01166f2dab975c1b9d809ec8425985859d35aa,,Polygon,0x2b01166f2dab975c1b9d809ec8425985859d35aa,2023/1/16 21:02,1,,,,,,
263,Azuki Original Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0x2ff2f86515a13cb7b679d8826b864666e2fe57a9,,Polygon,0x2ff2f86515a13cb7b679d8826b864666e2fe57a9,2023/2/9 11:43,1,,,,,,
264,Azuki Lei Jacket Pass Origins,1K,395,https://rarible.com/collection/polygon/0x315656d07ff4e84c33232b47533c3841bc1ba995,,Polygon,0x315656d07ff4e84c33232b47533c3841bc1ba995,2023/2/9 11:43,1,,,,,,
265,Azuki Lei Jacket Pass Originals,1K,396,https://rarible.com/collection/polygon/0x346dd4e203b800a92c9802090dc34f65a238e912,,Polygon,0x346dd4e203b800a92c9802090dc34f65a238e912,2023/2/9 11:43,1,,,,,,
266,Azuki PBT Originals Pass,1K,502,https://rarible.com/collection/polygon/0x34c31bd6a79e7a2e2b77e97ec4c24733238b5354,,Polygon,0x34c31bd6a79e7a2e2b77e97ec4c24733238b5354,2023/5/3 18:19,1,,,,,,
274,Azuki PBT Officials Pass,1K,2,https://rarible.com/collection/polygon/0x01b948c2386fc61e162be1ee15925ff90122c86f,,Polygon,0x01b948c2386fc61e162be1ee15925ff90122c86f,2023/1/13 8:20,1,,,,,,
275,Last Azuki PBT Origins Pass,1K,160,https://rarible.com/collection/polygon/0x0310c99746bb7a6b68305324c7a5460793378a7b,,Polygon,0x0310c99746bb7a6b68305324c7a5460793378a7b,2023/1/13 9:05,1,,,,,,
276,The Azuki Dragon Skateboard Officials Pass,1K,128,https://rarible.com/collection/polygon/0x03b99e3f542f99cadf5c4ba73a477c87e453ff3e,,Polygon,0x03b99e3f542f99cadf5c4ba73a477c87e453ff3e,2023/1/16 21:02,1,,,,,,
277,The Azuki Lei Jacket Pass Origins,1K,396,https://rarible.com/collection/polygon/0x03c9979f10c5c087e8ad58d6623dd16c498b7cb3,,Polygon,0x03c9979f10c5c087e8ad58d6623dd16c498b7cb3,2023/2/9 11:44,1,,,,,,
278,The Azuki Dragon Skateboard Limited Pass,1K,128,https://rarible.com/collection/polygon/0x097cfbf1406b76a1746e411ec76b7bcd95a1954e,,Polygon,0x097cfbf1406b76a1746e411ec76b7bcd95a1954e,2023/1/16 21:02,1,,,,,,
279,The Poly Azuki,1K,10.4K,https://rarible.com/collection/polygon/0x0e99a4faa17c19b766fcf1447f9caa9153c2e16e,,Polygon,0x0e99a4faa17c19b766fcf1447f9caa9153c2e16e,2022/6/20 19:22,1,,,,,,
280,Poly Azuki,1K,10K,https://rarible.com/collection/polygon/0x115903130ee59ae63bbbc9a5f24e39371c0f0d7f,,Polygon,0x115903130ee59ae63bbbc9a5f24e39371c0f0d7f,2022/6/21 8:41,1,,,,,,
281,The Polyv Azuki,1K,10K,https://rarible.com/collection/polygon/0x122a7d4c95e4b727c758813ee32eeb8372c60c32,,Polygon,0x122a7d4c95e4b727c758813ee32eeb8372c60c32,2022/6/21 8:22,1,,,,,,
282,The Polygon Azuki,1K,10.4K,https://rarible.com/collection/polygon/0x46b47a77b9e3f49106789bb8dbc306a9e6e0e4d9,,Polygon,0x46b47a77b9e3f49106789bb8dbc306a9e6e0e4d9,2022/6/20 19:23,1,,,,,,
283,Azuki Bears,923,1.3K,https://rarible.com/collection/polygon/0x488ee9f4ef7ef2e13a0c8c34e4a17bf05cfd1dff,,Polygon,0x488ee9f4ef7ef2e13a0c8c34e4a17bf05cfd1dff,2023/10/3 20:31,1,1,,,,,
284,Great Azuki,1K,10K,https://rarible.com/collection/polygon/0x7233d418c9d9590df0fc3c7a3448358fa6c18e73,,Polygon,0x7233d418c9d9590df0fc3c7a3448358fa6c18e73,2022/6/21 8:48,1,,,,,,
38,Azuki,8.4K,1,https://rarible.com/collection/polygon/0x0181496cb7786d34d48db2cec2d4817381aa9c23,,Polygon,0x0181496cb7786d34d48db2cec2d4817381aa9c23,2022/10/13 20:18,1,,,,,,
40,Azuki,8.4K,2,https://rarible.com/collection/polygon/0x20016872e312136edd5ed60ff7f6ce23b2c26e77,,Polygon,0x20016872e312136edd5ed60ff7f6ce23b2c26e77,2022/10/12 1:23,1,,,,,,
41,QrZuki,10K,2,https://rarible.com/qrzuki,,Polygon,0x3dd94e59ac6b892ee18d76ce91bfc9cad70888cd,2023/8/27 4:01,1,,,,,,
43,Azuki,11K,1,https://rarible.com/collection/polygon/0x720989d497d84d35fb3570c2c7e654b7f6d93150,,Polygon,0x720989d497d84d35fb3570c2c7e654b7f6d93150,2023/2/6 11:39,1,,,,,,
46,Azuki Akuma Yomi,10K,7,https://rarible.com/collection/polygon/0xfb9cb710d31fbc4cfc9082b9ec8131f8e26cd7f3,,Polygon,0xfb9cb710d31fbc4cfc9082b9ec8131f8e26cd7f3,2022/4/27 4:45,1,,,,,,
64,Azuki Bunnies,3.8K,1,https://rarible.com/collection/polygon/0x48be9104a1d3ea00a3737d36d79fd59f7d71715a,,Polygon,0x48be9104a1d3ea00a3737d36d79fd59f7d71715a,2022/9/16 6:16,1,,,,,,
79,Ape Azuki Club,2K,6,https://rarible.com/collection/polygon/0x390ad89ba5409b0fb99d25f96b9b1ad390cd0ba3,,Polygon,0x390ad89ba5409b0fb99d25f96b9b1ad390cd0ba3,2022/3/31 1:32,1,,,,,,
82,0xAzuki Mutant,2K,4,https://rarible.com/collection/polygon/0xc19bfe0151e46ef5580a00b8223322f6087a0968,,Polygon,0xc19bfe0151e46ef5580a00b8223322f6087a0968,2022/4/9 0:17,1,,,,,,
MATIC,Jamet Azuki,1K,54,https://rarible.com/collection/polygon/0x467303663a0e3e94400b723b9cc7f976cf49daa5,,Polygon,0x467303663a0e3e94400b723b9cc7f976cf49daa5,2022/3/18 12:11,1,1,,,,,
MATIC,Mankizuki,5.6K,591,https://rarible.com/mankizuki,,Polygon,0xea97a716341884db80730ba850ecc92d5af52cb9,2022/10/11 0:05,1,1,,,,,
MATIC,Vincamingos,5K,31,https://rarible.com/vincamingos,,Polygon,0x5c788ab66d62fcd2977bf56e95eab72fc5044f37,2023/7/29 3:13,,,,,,,
MATIC,AZUKI GIRLS,8K,2,https://rarible.com/AZUKI-GIRLS,,Polygon,0x52396fc8db93ca10d041f3f37c3d742f0e47dac0,2022/11/14 3:34,1,,,,,,
MATIC,Ape Azuki,10K,46,https://rarible.com/collection/polygon/0xe24033f43abfbeb0af1ea0f764539cbaec240113,,Polygon,0xe24033f43abfbeb0af1ea0f764539cbaec240113,2022/2/14 23:46,1,1,,,,,
MATIC,Ape Azuki Club,2.1K,22,https://rarible.com/collection/polygon/0x9414037beecd57a686564b3e6416d1a030c9bdd6,,Polygon,0x9414037beecd57a686564b3e6416d1a030c9bdd6,2022/3/30 3:14,1,,,,,,
MATIC,Chubby Turtles NFT,3.3K,8,https://rarible.com/chubbyturtlesnft,,Polygon,0x6b2f157d6f336e8fc4f5b1e31fc0dc9f14dbef26,2023/10/11 1:06,,,,,,,
MATIC,Ape Azuki Club,2K,75,https://rarible.com/collection/polygon/0x32570cea3c89d880f17182114df5513537947717,,Polygon,0x32570cea3c89d880f17182114df5513537947717,2022/3/31 16:48,1,,,,,,
MATIC,Azuki Expand,7.8K,1.6K,https://rarible.com/collection/polygon/0xf1b47808166711f89987d768bbb8c8a23143d6c5,,Polygon,0xf1b47808166711f89987d768bbb8c8a23143d6c5,2022/2/8 16:51,1,1,,,,,
MATIC,Wiggle Beagle,10K,1,https://rarible.com/wigglebeagle,,Polygon,0x7b265362af10e3728b69678651715bb910f615ed,2023/11/9 10:43,,,,,,,
MATIC,Azuki on Matic,1.1K,4,https://rarible.com/collection/polygon/0x90301a3eae9b28323adfd02258b324d77aad9d2a,,Polygon,0x90301a3eae9b28323adfd02258b324d77aad9d2a,2024/6/17 0:56,,,,,,,
MATIC,Astroverse Sekai,10K,3,https://rarible.com/astroverse-sekai,,Polygon,0x82fa8627ec2078dfa84b43c5f4fbe75f88e4edc4,2024/3/25 20:22,1,,,,,,
MATIC,Azuki Skullhead Male,6.7K,854,https://rarible.com/skullheadmale,,Polygon,0x130cfcd3d22b4c5cf2cd99f0d1bc536e8a0da038,2022/2/28 2:28,1,1,,,,,
MATIC,Azuki Ape Squad,1.7K,119,https://rarible.com/collection/polygon/0x08be0f41bb7b43a62ccafd480d05c659257eec42,,Polygon,0x08be0f41bb7b43a62ccafd480d05c659257eec42,2022/4/6 1:05,1,1,,,,,
MATIC,Azuki Yomi,10K,1,https://rarible.com/azuki-yomi,,Polygon,0x9ea2642df9ffa3a4725f6c4fe6a82ea03775d27a,2022/4/28 14:41,1,,,,,,
MATIC,Azuki Ape Yacht Club,10K,364,https://rarible.com/collection/polygon/0x0ada7be746fbc793b7ffb72fb4f8ae0cc1bf633e,,Polygon,0x0ada7be746fbc793b7ffb72fb4f8ae0cc1bf633e,2022/4/3 14:56,1,,,,,,
125,ZK Azuki,1K,52,https://rarible.com/collection/zksync/0x0804011215898bc8a3ce7e57a5eb54be1c2715c8,,zkSync,0x0804011215898bc8a3ce7e57a5eb54be1c2715c8,2023/9/15 21:42,1,,,,,,
126,Azuki zkSync Era,1K,386,https://rarible.com/collection/zksync/0xa35270c98432d642984679e0896d3662d64f13f9,,zkSync,0xa35270c98432d642984679e0896d3662d64f13f9,2023/5/19 12:38,1,,,,,,
285,zkSync Era  Azuki,956,515,https://rarible.com/collection/zksync/0x21f028216a49040c4d97e1fa749a6cdf60f850c9,,zkSync,0x21f028216a49040c4d97e1fa749a6cdf60f850c9,2023/5/24 16:44,1,,,,,,
286,AzukiArt,887,82,https://rarible.com/collection/zksync/0x371d0c16d23f2cdcf6660c4e4182da549a41f17e,,zkSync,0x371d0c16d23f2cdcf6660c4e4182da549a41f17e,2023/5/22 15:20,1,,,,,,
66,ZK Azuki,6.4K,153,https://rarible.com/collection/zksync/0x68221f7e12bb7665568f110e0310866d0b93959e,,zkSync,0x68221f7e12bb7665568f110e0310866d0b93959e,2023/9/10 21:43,1,1,,,,,
83,Azuki ok,3K,57,https://rarible.com/collection/zksync/0x2a5ff4b4cf8bd4c9abf7cf1b1fb8fed96a3caec5,,zkSync,0x2a5ff4b4cf8bd4c9abf7cf1b1fb8fed96a3caec5,2023/5/28 18:21,1,,,,,,
84,Azuki,2K,3,https://rarible.com/collection/zksync/0x887980a79e3217baf14090bac7417bd83d5503ed,,zkSync,0x887980a79e3217baf14090bac7417bd83d5503ed,2023/8/15 7:42,1,,,,,,
85,zkSync Zombie Azuki,2K,221,https://rarible.com/collection/zksync/0xa4be632b92d91e870312335a66c7b3cbe962bec9,,zkSync,0xa4be632b92d91e870312335a66c7b3cbe962bec9,2023/12/24 19:45,1,1,,,,,
86,zkSync Manga Baby Azuki,2K,601,https://rarible.com/collection/zksync/0xb6ae49cd07688ea30eab24ba9f339d8385dc5415,,zkSync,0xb6ae49cd07688ea30eab24ba9f339d8385dc5415,2023/12/11 3:53,1,1,,,,,
