rank,name,items,owners,link,Unnamed: 5,scan,contract address,Time,text plagiarism,image plagiarism,manual label,Creation Time >= 3,trading volume >= 1500,Official website verification,counterfeit_sure
151,The Azuki Dragon Skateboard Genesis Pass,1K,128,https://rarible.com/collection/polygon/0xbcb171c57f9e18b58bb267b378cf825e14859877,,Polygon,0xbcb171c57f9e18b58bb267b378cf825e14859877,2023/1/16 21:02,1,,,,,,
152,The Azuki PBT Origins Pass,1K,502,https://rarible.com/collection/polygon/0xbd45b09d24e8672f541dc979467f951b245a53b9,,Polygon,0xbd45b09d24e8672f541dc979467f951b245a53b9,2023/5/3 18:19,1,,,,,,
153,Top Azuki PBT Origin Pass,1K,160,https://rarible.com/collection/polygon/0xbd720ad305d979ced72c4b37b1e766c52535e7f1,,Polygon,0xbd720ad305d979ced72c4b37b1e766c52535e7f1,2023/1/13 9:05,1,,,,,,
154,Azuki Lei Jacket Pass Origin,1K,396,https://rarible.com/collection/polygon/0xbd993cba0d550bac92269fe0ab9f9f9e9f1bf801,,Polygon,0xbd993cba0d550bac92269fe0ab9f9f9e9f1bf801,2023/2/9 11:43,1,,,,,,
155,Azuki X PBT Origin Pass,1K,2,https://rarible.com/collection/polygon/0xbf09cd33a7bef4249e80cf7343167aaa9c3e629b,,Polygon,0xbf09cd33a7bef4249e80cf7343167aaa9c3e629b,2023/1/13 8:19,1,,,,,,
156,Azuki X PBT Officials Pass,1K,2,https://rarible.com/collection/polygon/0xc19cfbdf935b2584a78782999d661927082c9a99,,Polygon,0xc19cfbdf935b2584a78782999d661927082c9a99,2023/1/13 8:21,1,,,,,,
157,The Azuki Lei Jacket Pass Officials,1K,393,https://rarible.com/collection/polygon/0xc24aec0a6721daaac0340d9e7ec29287c97703b1,,Polygon,0xc24aec0a6721daaac0340d9e7ec29287c97703b1,2023/2/9 11:44,1,,,,,,
158,Azuki Lei Jacket Pass Genuine,1K,396,https://rarible.com/collection/polygon/0xc2b3ee8a1c3270e97dba6b5fb58cbc5a0ac0df82,,Polygon,0xc2b3ee8a1c3270e97dba6b5fb58cbc5a0ac0df82,2023/2/9 10:20,1,,,,,,
159,Azuki PBT Origins Pass,1K,502,https://rarible.com/collection/polygon/0xc78376d8ae8126bab96387a04b7e599c75dbdbb3,,Polygon,0xc78376d8ae8126bab96387a04b7e599c75dbdbb3,2023/5/3 18:19,1,,,,,,
16,Manga Baby Azuki,10K,59,https://rarible.com/collection/polygon/0x44f0025cfbdf1ca130e25fb1e6cc9e96e5312f76,,Polygon,0x44f0025cfbdf1ca130e25fb1e6cc9e96e5312f76,2022/3/12 16:20,1,1,,,,,
160,The Azuki Genesis Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0xc79971102f528c16510b573542ed926c8841c465,,Polygon,0xc79971102f528c16510b573542ed926c8841c465,2023/2/9 11:44,1,,,,,,
161,Top Azuki PBT Official Pass,1K,160,https://rarible.com/collection/polygon/0xc8ee58d74d04ec5a63560fb609df0c57eae23447,,Polygon,0xc8ee58d74d04ec5a63560fb609df0c57eae23447,2023/1/13 9:05,1,,,,,,
162,Azuki Origin Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0xcb5b8913b1b60e100db30935a90db9d8fdf6533c,,Polygon,0xcb5b8913b1b60e100db30935a90db9d8fdf6533c,2023/2/9 11:43,1,,,,,,
163,The Azuki PBT Origin Pass,1K,2,https://rarible.com/collection/polygon/0xcb99ac6fc1fedb515b96b88433bd55c7e19bfaad,,Polygon,0xcb99ac6fc1fedb515b96b88433bd55c7e19bfaad,2023/1/13 8:20,1,,,,,,
164,Azuki PBT Collection Pass,1K,502,https://rarible.com/collection/polygon/0xcbccf1af58f3aa4e459d77fbde66e365f59b0bba,,Polygon,0xcbccf1af58f3aa4e459d77fbde66e365f59b0bba,2023/5/3 18:19,1,,,,,,
165,Last Azuki PBT Genesis Pass,1K,160,https://rarible.com/collection/polygon/0xcbe3314edaf950ac00f720de9cb55f7ea2a58381,,Polygon,0xcbe3314edaf950ac00f720de9cb55f7ea2a58381,2023/1/13 9:05,1,,,,,,
166,Big Azuki,1K,10K,https://rarible.com/collection/polygon/0xcd248bef91fa3edac1cc17afa60e64b399b65148,,Polygon,0xcd248bef91fa3edac1cc17afa60e64b399b65148,2022/6/20 20:23,1,,,,,,
167,Tokyo Azuki PBT Officials Pass,1K,160,https://rarible.com/collection/polygon/0x9d2d70140b5ec3d182294238cd09df62f89b7154,,Polygon,0x9d2d70140b5ec3d182294238cd09df62f89b7154,2023/1/13 9:05,1,,,,,,
168,The Azuki Lei Jacket Pass Original,1K,396,https://rarible.com/collection/polygon/0xa01dff47c8ec0d52b65e85ebd0ce4ffb29267401,,Polygon,0xa01dff47c8ec0d52b65e85ebd0ce4ffb29267401,2023/2/9 11:44,1,,,,,,
169,Azuki Dragon Skateboard Official Pass,1K,128,https://rarible.com/collection/polygon/0xa14bd1f137c8f8ee8d35f9a304d2b37758454a97,,Polygon,0xa14bd1f137c8f8ee8d35f9a304d2b37758454a97,2023/1/16 21:02,1,,,,,,
17,Azuki,10K,1,https://rarible.com/collection/polygon/0x57aedae1123e4f896f5b143fd0a18d29424e1a80,,Polygon,0x57aedae1123e4f896f5b143fd0a18d29424e1a80,2022/1/24 22:12,1,1,,,,,
170,Azuki Dragon Skateboard Original Pass,1K,128,https://rarible.com/collection/polygon/0xa34a506833f10314e0d6c1d36089859026cabf36,,Polygon,0xa34a506833f10314e0d6c1d36089859026cabf36,2023/1/16 21:02,1,,,,,,
171,The Azuki Limited Lei Jacket Pass,1K,394,https://rarible.com/collection/polygon/0xa6933d7f4d6cf4e9228d5653bc01eb837f4dfa07,,Polygon,0xa6933d7f4d6cf4e9228d5653bc01eb837f4dfa07,2023/2/9 11:44,1,,,,,,
172,The Azuki PBT Officials Pass,1K,2,https://rarible.com/collection/polygon/0xa80dfbb00e1946d4d31bb3d1208543a9a744aea3,,Polygon,0xa80dfbb00e1946d4d31bb3d1208543a9a744aea3,2023/1/13 8:19,1,,,,,,
173,Azuki Limited Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0xa8a18de151a44cbd64ffb562ad8ac24872c573b0,,Polygon,0xa8a18de151a44cbd64ffb562ad8ac24872c573b0,2023/2/9 10:21,1,,,,,,
174,Azuki X PBT Official Pass,1K,2,https://rarible.com/collection/polygon/0xa8f74373a859832c5a4bb26b0da0c48146e40ada,,Polygon,0xa8f74373a859832c5a4bb26b0da0c48146e40ada,2023/1/13 8:21,1,,,,,,
175,Tokyo Azuki PBT Genesis Pass,1K,160,https://rarible.com/collection/polygon/0xa936573f2483282c5726ec9983c3319448f7e6ff,,Polygon,0xa936573f2483282c5726ec9983c3319448f7e6ff,2023/1/13 9:05,1,,,,,,
176,Azuki PBT Official Pass,1K,502,https://rarible.com/collection/polygon/0xaba02dcc20c1f90825923b5a62a19070aa5c5a64,,Polygon,0xaba02dcc20c1f90825923b5a62a19070aa5c5a64,2023/5/3 18:19,1,,,,,,
177,Tokyo Azuki PBT Origins Pass,1K,154,https://rarible.com/collection/polygon/0xaf0c21f14f06f7bd7082aa452e0c6259bfe039c2,,Polygon,0xaf0c21f14f06f7bd7082aa452e0c6259bfe039c2,2023/1/13 9:05,1,,,,,,
178,Azuki PBT Genesis Pass,1K,2,https://rarible.com/collection/polygon/0xafc1cee37a433951f6e6ac24f9981b85a067ee46,,Polygon,0xafc1cee37a433951f6e6ac24f9981b85a067ee46,2023/1/13 8:20,1,,,,,,
179,Azuki Extra Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0xb094ef7d08918e844c372be4489ea7b27dc7673e,,Polygon,0xb094ef7d08918e844c372be4489ea7b27dc7673e,2023/2/9 11:43,1,,,,,,
18,Manga Azuki Mfers,10K,6,https://rarible.com/collection/polygon/0x5ce314cdc39dbd087d99905c15a244ae53ab0ff1,,Polygon,0x5ce314cdc39dbd087d99905c15a244ae53ab0ff1,2022/3/7 0:59,1,,,,,,
180,Azuki Lei Jacket Pass Special,1K,343,https://rarible.com/collection/polygon/0xb0ca74b2b6564fd7ee56e27cf30c250347063677,,Polygon,0xb0ca74b2b6564fd7ee56e27cf30c250347063677,2023/2/9 11:43,1,,,,,,
181,Azuki X PBT Genesis Pass,1K,2,https://rarible.com/collection/polygon/0xb1ef9257ecae412b6876e6c6d2655c0746255ad3,,Polygon,0xb1ef9257ecae412b6876e6c6d2655c0746255ad3,2023/1/13 8:21,1,,,,,,
182,The Azuki PBT NFT Pass,1K,2,https://rarible.com/collection/polygon/0xb5887ff98b5b28e2900cd18fac99f082a17ab31b,,Polygon,0xb5887ff98b5b28e2900cd18fac99f082a17ab31b,2023/1/13 8:20,1,,,,,,
183,The Azuki Dragon Skateboard Origins Pass,1K,128,https://rarible.com/collection/polygon/0xb6299f138d841bd14b0fb07743331e9d51c9e586,,Polygon,0xb6299f138d841bd14b0fb07743331e9d51c9e586,2023/1/16 20:42,1,,,,,,
184,0×Azuki,1K,11,https://rarible.com/collection/polygon/0xb7ea9a5146e4daa1e0f9b0ea495da608274f666d,,Polygon,0xb7ea9a5146e4daa1e0f9b0ea495da608274f666d,2022/2/19 11:48,1,,,,,,
185,Polygon Azuki,1K,10.4K,https://rarible.com/collection/polygon/0xb914fc6164d72a9155b3840b53fa6958186d164e,,Polygon,0xb914fc6164d72a9155b3840b53fa6958186d164e,2022/6/20 11:22,1,,,,,,
186,Azuki Lei Jacket Pass Officials,1K,395,https://rarible.com/collection/polygon/0xb9e5f244664842f26d194b5f3ad8308eb20d178c,,Polygon,0xb9e5f244664842f26d194b5f3ad8308eb20d178c,2023/2/9 11:43,1,,,,,,
187,The Azuki PBT Origins Pass,1K,2,https://rarible.com/collection/polygon/0x75733540ab070f0a8ffda2749dc7da9a4b050ed9,,Polygon,0x75733540ab070f0a8ffda2749dc7da9a4b050ed9,2023/1/13 8:20,1,,,,,,
188,Tokyo Azuki PBT Limited Pass,1K,160,https://rarible.com/collection/polygon/0x75a2d9f7920f10a53ebbe673e6e7bba000658e1c,,Polygon,0x75a2d9f7920f10a53ebbe673e6e7bba000658e1c,2023/1/13 9:05,1,,,,,,
189,Azuki PBT Origin Pass,1K,502,https://rarible.com/collection/polygon/0x760a7824b9b5091edde34bd330ad1649c34c1e6b,,Polygon,0x760a7824b9b5091edde34bd330ad1649c34c1e6b,2023/5/3 18:19,1,,,,,,
19,PixelCharacterAzuki,10K,900,https://rarible.com/collection/polygon/0x5fa7b1647fe34953f67a76112cde72c5c7851c45,,Polygon,0x5fa7b1647fe34953f67a76112cde72c5c7851c45,2022/5/20 13:10,1,1,,,,,
190,Azuki Dragon Skateboard Officials Pass,1K,128,https://rarible.com/collection/polygon/0x7689f7b443abd72b5ccac2156ff1a16f85542d69,,Polygon,0x7689f7b443abd72b5ccac2156ff1a16f85542d69,2023/1/16 20:42,1,,,,,,
191,Top Azuki PBT Limited Pass,1K,160,https://rarible.com/collection/polygon/0x77564dd61c6ee1731078d0a009dfd3de2847468d,,Polygon,0x77564dd61c6ee1731078d0a009dfd3de2847468d,2023/1/13 9:05,1,,,,,,
192,The Azuki PBT Original Pass,1K,2,https://rarible.com/collection/polygon/0x77a3200003d7c9133c2eca1c4a304169e4e23b7c,,Polygon,0x77a3200003d7c9133c2eca1c4a304169e4e23b7c,2023/1/13 8:20,1,,,,,,
193,Azuki PBT Collection Pass,1K,2,https://rarible.com/collection/polygon/0x77a4dcdcf8cd3989ce7b6b9f27788aaa31293d4c,,Polygon,0x77a4dcdcf8cd3989ce7b6b9f27788aaa31293d4c,2023/1/13 8:21,1,,,,,,
194,Top Azuki PBT Original Pass,1K,160,https://rarible.com/collection/polygon/0x799a527b86c2cd95dcdd43ae592ad353e1814d65,,Polygon,0x799a527b86c2cd95dcdd43ae592ad353e1814d65,2023/1/13 9:05,1,,,,,,
195,The Azuki Dragon Skateboard Official Pass,1K,128,https://rarible.com/collection/polygon/0x7c4b32b3d329c7b16039eb1933c505dd83a37b27,,Polygon,0x7c4b32b3d329c7b16039eb1933c505dd83a37b27,2023/1/16 21:02,1,,,,,,
196,The Azuki Official Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0x7f39c0e56b6279c6398e974169322d37d30b8e0b,,Polygon,0x7f39c0e56b6279c6398e974169322d37d30b8e0b,2023/2/9 11:44,1,,,,,,
197,Last Azuki PBT Originals Pass,1K,160,https://rarible.com/collection/polygon/0x7f720e1f490bb8b52782029d46072aa2429bfb62,,Polygon,0x7f720e1f490bb8b52782029d46072aa2429bfb62,2023/1/13 9:05,1,,,,,,
198,The PolyT Azuki,1K,10K,https://rarible.com/collection/polygon/0x7fb6aaecc713d392c4ca9bf7cefb17762056aeef,,Polygon,0x7fb6aaecc713d392c4ca9bf7cefb17762056aeef,2022/6/20 20:29,1,,,,,,
199,Last Azuki PBT Officials Pass,1K,160,https://rarible.com/collection/polygon/0x8634d7601d826d126a36806560150c36d2580783,,Polygon,0x8634d7601d826d126a36806560150c36d2580783,2023/1/13 9:05,1,,,,,,
20,Azuki,10K,1,https://rarible.com/collection/polygon/0x6b02d559d8bfe2ba366ebfd862490a0541902721,,Polygon,0x6b02d559d8bfe2ba366ebfd862490a0541902721,2022/4/4 22:26,1,,,,,,
200,The Azuki Lei Jacket Pass Genuine,1K,396,https://rarible.com/collection/polygon/0x8d38e1b4340840276dd362ae35cd2d1780412503,,Polygon,0x8d38e1b4340840276dd362ae35cd2d1780412503,2023/2/9 11:44,1,,,,,,
201,Azuki PBT Officials Pass,1K,502,https://rarible.com/collection/polygon/0x92167f4ad4ade8b9137ee6819591d9b87c42fcfc,,Polygon,0x92167f4ad4ade8b9137ee6819591d9b87c42fcfc,2023/5/3 18:19,1,,,,,,
202,Azuki PBT Origins Pass,1K,2,https://rarible.com/collection/polygon/0x942014e401740c949c58c6e5f6a37cad7859cb72,,Polygon,0x942014e401740c949c58c6e5f6a37cad7859cb72,2023/1/13 8:20,1,,,,,,
203,Azuki Dragon Skateboard Origins Pass,1K,128,https://rarible.com/collection/polygon/0x94a0420b89f4448f8d423ae5bea7010469b2d848,,Polygon,0x94a0420b89f4448f8d423ae5bea7010469b2d848,2023/1/16 21:02,1,,,,,,
204,Big Azuki,1K,10K,https://rarible.com/collection/polygon/0x96ad36e32c787e6b18859852dbce4b2b3a9e6638,,Polygon,0x96ad36e32c787e6b18859852dbce4b2b3a9e6638,2022/6/21 8:42,1,,,,,,
205,Last Azuki PBT Official Pass,1K,160,https://rarible.com/collection/polygon/0x995fa9506122e6cb611110d42a6b42130d2b1770,,Polygon,0x995fa9506122e6cb611110d42a6b42130d2b1770,2023/1/13 9:05,1,,,,,,
206,Azuki PBT NFT Pass,1K,2,https://rarible.com/collection/polygon/0x9b4f39dca968c63477d3a19cc31c8a0596ab9fbb,,Polygon,0x9b4f39dca968c63477d3a19cc31c8a0596ab9fbb,2023/1/13 8:21,1,,,,,,
207,Azuki Dragon Skateboard Collection Pass,1K,128,https://rarible.com/collection/polygon/0x5c7eb8b705286aafc1fa2dc3d1b4cdc0ac441ca3,,Polygon,0x5c7eb8b705286aafc1fa2dc3d1b4cdc0ac441ca3,2023/1/16 21:02,1,,,,,,
208,Azuki X PBT Collection Pass,1K,2,https://rarible.com/collection/polygon/0x6119f3532532474be0b96c89e4d5acfdf1021ffd,,Polygon,0x6119f3532532474be0b96c89e4d5acfdf1021ffd,2023/1/13 8:21,1,,,,,,
209,Azuki PBT NFT Pass,1K,502,https://rarible.com/collection/polygon/0x62c8ddcbbc17479144a8db59f3b4485fe231caf5,,Polygon,0x62c8ddcbbc17479144a8db59f3b4485fe231caf5,2023/5/3 18:19,1,,,,,,
21,Bored Ape X Azuki,10K,4,https://rarible.com/collection/polygon/0x6fa8855e802a59165ca3002a0367785a7b6a7552,,Polygon,0x6fa8855e802a59165ca3002a0367785a7b6a7552,2022/5/17 1:29,1,,,,,,
210,Azuki Official Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0x64b5cff42d0711440ff126fbcd64dae4f3d92278,,Polygon,0x64b5cff42d0711440ff126fbcd64dae4f3d92278,2023/2/9 11:43,1,,,,,,
211,Last Azuki PBT Collection Pass,1K,160,https://rarible.com/collection/polygon/0x652cf0610e6079001ca9ec6b842718946f3eb037,,Polygon,0x652cf0610e6079001ca9ec6b842718946f3eb037,2023/1/13 9:05,1,,,,,,
212,Last Azuki PBT Original Pass,1K,160,https://rarible.com/collection/polygon/0x67dfb3c4b1cfb1f891c00022b103806699196b63,,Polygon,0x67dfb3c4b1cfb1f891c00022b103806699196b63,2023/1/13 9:05,1,,,,,,
213,Azuki PBT Original Pass,1K,2,https://rarible.com/collection/polygon/0x6825b6b4efd56bd3ae948377d2f5f07f3c227b67,,Polygon,0x6825b6b4efd56bd3ae948377d2f5f07f3c227b67,2023/1/13 8:21,1,,,,,,
214,The Azuki Genuine Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0x688bec5b69f0399d3a2e2e69e69ce7fffa1bc046,,Polygon,0x688bec5b69f0399d3a2e2e69e69ce7fffa1bc046,2023/2/9 11:44,1,,,,,,
215,The Azuki Original Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0x6943ac6410e7cbdfe67cf04ce76947022749b7dc,,Polygon,0x6943ac6410e7cbdfe67cf04ce76947022749b7dc,2023/2/9 11:44,1,,,,,,
216,Azuki Lei Jacket Pass Limited,1K,396,https://rarible.com/collection/polygon/0x696735e8bee921b5fe985d082eb0289bd0443387,,Polygon,0x696735e8bee921b5fe985d082eb0289bd0443387,2023/2/9 11:43,1,,,,,,
217,The Azuki Dragon Skateboard Original Pass,1K,128,https://rarible.com/collection/polygon/0x6b9e61f3d484975bf172bdf184853e45c62b3d38,,Polygon,0x6b9e61f3d484975bf172bdf184853e45c62b3d38,2023/1/16 21:02,1,,,,,,
218,The Azuki Lei Jacket Pass Origin,1K,396,https://rarible.com/collection/polygon/0x6d5151de8e146157975cd301d0664b82fc680385,,Polygon,0x6d5151de8e146157975cd301d0664b82fc680385,2023/2/9 10:21,1,,,,,,
219,The Azuki Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0x6fe2145a7032e88da3b5dc9c35d384a630f350b6,,Polygon,0x6fe2145a7032e88da3b5dc9c35d384a630f350b6,2023/2/9 10:21,1,,,,,,
220,Azuki Dragon Skateboard Genesis Pass,1K,128,https://rarible.com/collection/polygon/0x6ff9f75f2bdbe64bf518704eb163e3c5906dc723,,Polygon,0x6ff9f75f2bdbe64bf518704eb163e3c5906dc723,2023/1/16 21:02,1,,,,,,
221,Last Azuki PBT Limited Pass,1K,160,https://rarible.com/collection/polygon/0x70237ff5c8b39805968739ba996e7b40928849c1,,Polygon,0x70237ff5c8b39805968739ba996e7b40928849c1,2023/1/13 9:05,1,,,,,,
222,Azuki Genuine Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0x7090aea87e1d2ada3782f5f0351287a87898c7f9,,Polygon,0x7090aea87e1d2ada3782f5f0351287a87898c7f9,2023/2/9 11:44,1,,,,,,
223,Azuki Dragon Skateboard Originals Pass,1K,128,https://rarible.com/collection/polygon/0x71cb8b8ac4716f8a9b1808f0995e515772161caa,,Polygon,0x71cb8b8ac4716f8a9b1808f0995e515772161caa,2023/1/16 21:02,1,,,,,,
224,The Azuki Dragon Jas,1K,396,https://rarible.com/collection/polygon/0x723f0017e0315687857d29635d95f001ee1cbea8,,Polygon,0x723f0017e0315687857d29635d95f001ee1cbea8,2023/2/9 10:20,1,,,,,,
225,The Azuki PBT Original Pass,1K,502,https://rarible.com/collection/polygon/0x72c781ca834272816f0be785dd4016d4e55c6dfd,,Polygon,0x72c781ca834272816f0be785dd4016d4e55c6dfd,2023/5/3 18:19,1,,,,,,
226,The Azuki PBT Officials Pass,1K,502,https://rarible.com/collection/polygon/0x7447b086350bc46a198a61082f1e5751a38b7e26,,Polygon,0x7447b086350bc46a198a61082f1e5751a38b7e26,2023/5/3 18:05,1,,,,,,
227,Top Azuki PBT Originals Pass,1K,160,https://rarible.com/collection/polygon/0x3a192f50e8caa6fb85155d9212bc728e4ccf1048,,Polygon,0x3a192f50e8caa6fb85155d9212bc728e4ccf1048,2023/1/13 9:05,1,,,,,,
228,Top Azuki PBT Officials Pass,1K,160,https://rarible.com/collection/polygon/0x3cce1ef90016b6173cd5549a7ddee08ab959b0fc,,Polygon,0x3cce1ef90016b6173cd5549a7ddee08ab959b0fc,2023/1/13 9:05,1,,,,,,
229,The Azuki Dragon Skateboard Collection Pass,1K,128,https://rarible.com/collection/polygon/0x3d575e441c05b11932646ed23146ac51e091ec3d,,Polygon,0x3d575e441c05b11932646ed23146ac51e091ec3d,2023/1/16 21:02,1,,,,,,
230,Top Azuki PBT Origins Pass,1K,160,https://rarible.com/collection/polygon/0x3f11965d7f8d95411ed159ebba049f2539129f51,,Polygon,0x3f11965d7f8d95411ed159ebba049f2539129f51,2023/1/13 9:05,1,,,,,,
231,Azuki Lei Jacket Pass Official,1K,396,https://rarible.com/collection/polygon/0x3f3324f87ca8aab1b6e56fa0dd623859acd5c803,,Polygon,0x3f3324f87ca8aab1b6e56fa0dd623859acd5c803,2023/2/9 11:43,1,,,,,,
232,The Azuki Extra Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0x415d8dfd61540801223e7ad982542b0d0979203c,,Polygon,0x415d8dfd61540801223e7ad982542b0d0979203c,2023/2/9 10:21,1,,,,,,
233,Tokyo Azuki PBT Origin Pass,1K,160,https://rarible.com/collection/polygon/0x42579558abc5cb2ebe81ab88b4f1e131e4f375a4,,Polygon,0x42579558abc5cb2ebe81ab88b4f1e131e4f375a4,2023/1/13 9:05,1,,,,,,
234,Azuki PBT Original Pass,1K,502,https://rarible.com/collection/polygon/0x42f6ad5dc80a9aeb3b75a3930801550063681627,,Polygon,0x42f6ad5dc80a9aeb3b75a3930801550063681627,2023/5/3 18:19,1,,,,,,
235,Tokyo Azuki PBT Original Pass,1K,160,https://rarible.com/collection/polygon/0x433e76a19e933ff1cb65d5d85296676ff7208d7c,,Polygon,0x433e76a19e933ff1cb65d5d85296676ff7208d7c,2023/1/13 9:05,1,,,,,,
237,Azuki PBT Originals Pass,1K,2,https://rarible.com/collection/polygon/0x471d183bf8e796aa05d829b2778ebdf99f01dbd7,,Polygon,0x471d183bf8e796aa05d829b2778ebdf99f01dbd7,2023/1/13 8:20,1,,,,,,
238,The Azuki Lei Jacket Pass Limited,1K,396,https://rarible.com/collection/polygon/0x4dcd19dcdfd99e05c316292cc4b03545b6341275,,Polygon,0x4dcd19dcdfd99e05c316292cc4b03545b6341275,2023/2/9 11:44,1,,,,,,
239,The Polygon Azuki,1K,10K,https://rarible.com/collection/polygon/0x4e414b440c46d4b9460bd806c70e80eea1095b36,,Polygon,0x4e414b440c46d4b9460bd806c70e80eea1095b36,2022/6/21 8:47,1,,,,,,
240,PolyT Azuki,1K,10K,https://rarible.com/collection/polygon/0x4e88f5f4f0b7decbb7c5298a5034aaa650305d93,,Polygon,0x4e88f5f4f0b7decbb7c5298a5034aaa650305d93,2022/6/20 20:27,1,,,,,,
241,Azuki X PBT Originals Pass,1K,2,https://rarible.com/collection/polygon/0x4eec0e38d2e176c07369a118cda92d105327232b,,Polygon,0x4eec0e38d2e176c07369a118cda92d105327232b,2023/1/13 8:21,1,,,,,,
242,The Great Azuki,1K,10K,https://rarible.com/collection/polygon/0x56955149d2d973edc68a6afda506d08a20e34419,,Polygon,0x56955149d2d973edc68a6afda506d08a20e34419,2022/6/21 8:41,1,,,,,,
243,Tokyo Azuki PBT Collection Pass,1K,160,https://rarible.com/collection/polygon/0x56f84776e0fb519542d919ef43ae9d67d28910fe,,Polygon,0x56f84776e0fb519542d919ef43ae9d67d28910fe,2023/1/13 9:03,1,,,,,,
244,The Azuki PBT NFT Pass,1K,502,https://rarible.com/collection/polygon/0x59b78f32ddf75b93ecf1517f2b1a29cb70ce0582,,Polygon,0x59b78f32ddf75b93ecf1517f2b1a29cb70ce0582,2023/5/3 18:27,1,,,,,,
245,Azuki PBT Limited Pass,1K,502,https://rarible.com/collection/polygon/0x5a2346e2bb6acf67fee71793c9445e223a5824b8,,Polygon,0x5a2346e2bb6acf67fee71793c9445e223a5824b8,2023/5/3 18:19,1,,,,,,
246,Last Azuki PBT Origin Pass,1K,160,https://rarible.com/collection/polygon/0x5a40bfc8d4f2d42abe79c41e8f6c4b7c0d565b27,,Polygon,0x5a40bfc8d4f2d42abe79c41e8f6c4b7c0d565b27,2023/1/13 9:05,1,,,,,,
247,The Azuki Origin Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0x0ee5cb628f49bedca0749584be862ad3c46d87eb,,Polygon,0x0ee5cb628f49bedca0749584be862ad3c46d87eb,2023/2/9 11:44,1,,,,,,
248,Last Azuki PBT NFT Pass,1K,160,https://rarible.com/collection/polygon/0x1043dc7f371a654ef05936091dc30e329463b908,,Polygon,0x1043dc7f371a654ef05936091dc30e329463b908,2023/1/13 9:05,1,,,,,,
249,Pixel Art Azuki,1K,1,https://rarible.com/collection/polygon/0x105c5c8dd5b28508bbe62add3ded77a1ab17970a,,Polygon,0x105c5c8dd5b28508bbe62add3ded77a1ab17970a,2022/3/2 21:52,1,1,,,,,
25,Inverse Azuki,10K,1.1K,https://rarible.com/collection/polygon/0xad6d6baa4cc414215e0960a1a36708abe398dd3f,,Polygon,0xad6d6baa4cc414215e0960a1a36708abe398dd3f,2022/4/8 6:13,1,,,,,,
250,Azuki Dragon Skateboard Origin Pass,1K,128,https://rarible.com/collection/polygon/0x110ef213284ff6b9edc7e5634d218424b01c9e7f,,Polygon,0x110ef213284ff6b9edc7e5634d218424b01c9e7f,2023/1/16 21:02,1,,,,,,
251,Tokyo Azuki PBT Official Pass,1K,160,https://rarible.com/collection/polygon/0x117281395cc05d473295385cb8e05c05c1bf4f4d,,Polygon,0x117281395cc05d473295385cb8e05c05c1bf4f4d,2023/1/13 9:05,1,,,,,,
252,The Azuki Originals Lei Jacket Pass,1K,392,https://rarible.com/collection/polygon/0x118760fc4b793886cdeef6c8fbb0bccde1c2fcbe,,Polygon,0x118760fc4b793886cdeef6c8fbb0bccde1c2fcbe,2023/2/9 11:44,1,,,,,,
253,Top Azuki PBT Collection Pass,1K,160,https://rarible.com/collection/polygon/0x11c711deedfaae1a80bb4d14ccd63795cafffda8,,Polygon,0x11c711deedfaae1a80bb4d14ccd63795cafffda8,2023/1/13 9:05,1,,,,,,
254,The Big Azuki,1K,8.8K,https://rarible.com/collection/polygon/0x120f5e9276ebad43abf3e3e6e9c3b18fc9df8448,,Polygon,0x120f5e9276ebad43abf3e3e6e9c3b18fc9df8448,2022/6/20 20:25,1,,,,,,
255,The Azuki PBT Origin Pass,1K,502,https://rarible.com/collection/polygon/0x13226d5b4cb5f79db0632a6704b15699f630301a,,Polygon,0x13226d5b4cb5f79db0632a6704b15699f630301a,2023/5/3 18:05,1,,,,,,
256,Azuki Lei Jacket Pass,1K,396,https://rarible.com/collection/polygon/0x14d8e6dd89f2ab5ec2d532cf686ead6cb720b352,,Polygon,0x14d8e6dd89f2ab5ec2d532cf686ead6cb720b352,2023/2/9 11:43,1,,,,,,
257,The Azuki PBT Genesis Pass,1K,2,https://rarible.com/collection/polygon/0x16a3c491a47572f9ef51757d9941373772f254b2,,Polygon,0x16a3c491a47572f9ef51757d9941373772f254b2,2023/1/13 8:21,1,,,,,,
258,The Azuki Lei Jacket Pass Originals,1K,396,https://rarible.com/collection/polygon/0x16b852813d91a9d51ce6ef8f6d3d095f15496b20,,Polygon,0x16b852813d91a9d51ce6ef8f6d3d095f15496b20,2023/2/9 11:44,1,,,,,,
