rank,name,items,owners,link,Unnamed: 5,scan,contract address,Time,text plagiarism,image plagiarism,manual label,Creation Time >= 3,trading volume >= 1500,Official website verification
20,The Pudgy Penguin Collection Reveal Pass,1K,176,https://rarible.com/collection/polygon/0xab5b2661068171198fcbf8d109d8ead1ebff7971,,Polygon,0xab5b2661068171198fcbf8d109d8ead1ebff7971,2023-01-10 21:05:11,1.0,1.0,,,,
200,pudgypenguins,1,1,https://rarible.com/collection/polygon/0xd18eb5ddaaa45810b85eb39fdafb0973a2f61668,,Polygon,0xd18eb5ddaaa45810b85eb39fdafb0973a2f61668,2023-04-08 09:00:07,1.0,1.0,,,,
201,Pudgy Penguin #4111,1,1,https://rarible.com/collection/zksync/0x096ee98588770d8bd061e4873513caad27fdc33a,,zkSync,0x096ee98588770d8bd061e4873513caad27fdc33a,2023-06-23 21:42:00,1.0,,,,,
202,Pudgy Penguins,1,1,https://rarible.com/collection/zksync/0x154da79ce95b08d6293cf9f84d944bff2962c4fa,,zkSync,0x154da79ce95b08d6293cf9f84d944bff2962c4fa,2024-02-02 23:24:26,1.0,,,,,
203,Pudgy Penguin,1,1,https://rarible.com/collection/zksync/0x1ae71e5ba9e97da6354c149c80a517646e324604,,zkSync,0x1ae71e5ba9e97da6354c149c80a517646e324604,2023-07-19 09:50:48,1.0,,,,,
204,Pudgy Penguins,1,1,https://rarible.com/collection/zksync/0x1cbbda04573e7e5a0aebc444183aa5a25816bde9,,zkSync,0x1cbbda04573e7e5a0aebc444183aa5a25816bde9,2023-09-03 00:16:20,1.0,,,,,
205,Pudgy Penguin,1,1,https://rarible.com/collection/zksync/0x3cbad3f1a4a76c5c54a32157a2263d20ce0acd24,,zkSync,0x3cbad3f1a4a76c5c54a32157a2263d20ce0acd24,2023-06-11 21:25:37,1.0,1.0,,,,
206,Pudgy Penguin,1,1,https://rarible.com/collection/zksync/0x4bdab656df822a761c61f01225d1794995d73a5a,,zkSync,0x4bdab656df822a761c61f01225d1794995d73a5a,2023-06-11 17:00:13,1.0,,,,,
207,PudgySoldierPenguins,1,1,https://rarible.com/collection/0x28cb76eb4a76abdc2a1ffb2f431b50a08097395b,,Ethereum,0x28cb76eb4a76abdc2a1ffb2f431b50a08097395b,2023-04-05 15:08:59,1.0,,,,,
208,PudgySoldierPenguins,1,1,https://rarible.com/collection/0x31100910afdbeef9e2730e2b3d18bad8719ab977,,Ethereum,0x31100910afdbeef9e2730e2b3d18bad8719ab977,2023-04-05 14:21:23,1.0,,,,,
209,Ordinal Pudgy Penguins,1,1,https://rarible.com/collection/0x75e09b1e6dbe3324f7261e71db73f8a7473940a2,,Ethereum,0x75e09b1e6dbe3324f7261e71db73f8a7473940a2,2023-02-10 18:15:11,1.0,,,,,
21,LC Pudgy Penguin Originals Reveal Pass,1K,176,https://rarible.com/collection/polygon/0xb22d9977acabb8f6900e714560a0e708d9f52334,,Polygon,0xb22d9977acabb8f6900e714560a0e708d9f52334,2023-01-10 21:05:05,1.0,1.0,,,,
210,PudgySoldierPenguins,1,1,https://rarible.com/collection/0x853c7587ab88e62ddb29bb2b3047cca1237eeede,,Ethereum,0x853c7587ab88e62ddb29bb2b3047cca1237eeede,2023-04-05 15:31:11,1.0,,,,,
211,FraktalNFT(PudgyPenguins),1,1,https://rarible.com/collection/0x87f62ed4653852148407e8a7210032c69f94d30d,,Ethereum,0x87f62ed4653852148407e8a7210032c69f94d30d,2022-03-19 10:39:55,1.0,1.0,,,,
212,AI PUDGY PENGUIN,1,1,https://rarible.com/collection/0xbd6d5ee648be33d122ff3b2d1ddb7b8a04240e2b,,Ethereum,0xbd6d5ee648be33d122ff3b2d1ddb7b8a04240e2b,2022-08-26 03:31:08,1.0,,,,,
213,AI PUDGY PENGUIN,1,1,https://rarible.com/collection/0xcf421ed215150a268f8ede00a7c464a39b3bee6a,,Ethereum,0xcf421ed215150a268f8ede00a7c464a39b3bee6a,2022-08-25 16:23:07,1.0,,,,,
214,PudgySoldierPenguins,1,1,https://rarible.com/collection/0xd9231a63c51b32b897bf75d31694dc217815bd80,,Ethereum,0xd9231a63c51b32b897bf75d31694dc217815bd80,2023-04-06 00:53:35,1.0,,,,,
215,Pudgy Penguin #1839,1,1,https://rarible.com/collection/0xe1ca27927e17d3ac7143b957cc7e54e692966b1d,,Ethereum,0xe1ca27927e17d3ac7143b957cc7e54e692966b1d,2023-09-04 13:50:59,1.0,1.0,,,,
216,Pudgy Penguin Victory Lap,1,20,https://rarible.com/collection/0xe3728eda63316923ccc520ced82d4b44a65e6af2,,Ethereum,0xe3728eda63316923ccc520ced82d4b44a65e6af2,2023-06-30 10:33:59,1.0,,,,,
217,PudgySoldierPenguins,1,1,https://rarible.com/collection/0xed9fd268e44c3a1649bf6cf56be8106cbb294c36,,Ethereum,0xed9fd268e44c3a1649bf6cf56be8106cbb294c36,2023-04-05 22:11:35,1.0,,,,,
218,Based pudgy penguins,1,357,https://rarible.com/collection/base/0x00baadc758da5a5cdc130c11fb9ac9b3cb734a46,,Base,0x00baadc758da5a5cdc130c11fb9ac9b3cb734a46,2024-04-08 00:37:07,1.0,,,,,
219,Pudgy Penguins,1,1,https://rarible.com/collection/base/0x14dac86560abb812c54b9b7ef0f9191a86ca26f4,,Base,0x14dac86560abb812c54b9b7ef0f9191a86ca26f4,2023-10-16 14:14:39,1.0,,,,,
22,Pudgy Penguin Officials Reveal Pass,1K,176,https://rarible.com/collection/polygon/0xbf79d9a9df60b58f05cf15fde62beb6ac04bfa7b,,Polygon,0xbf79d9a9df60b58f05cf15fde62beb6ac04bfa7b,2023-01-10 21:05:11,1.0,1.0,,,,
220,Pudgy Penguins ATH 🐧,1,1,https://rarible.com/collection/base/0x31fe9b1cd59862ffa72a6366822b8c6638afad3a,,Base,0x31fe9b1cd59862ffa72a6366822b8c6638afad3a,2023-12-08 09:01:37,1.0,,,,,
221,pudgypenguins/member,1,1,https://rarible.com/collection/base/0x363db2fba5b1b4aee467a99fa26b4fc4e8830edd,,Base,0x363db2fba5b1b4aee467a99fa26b4fc4e8830edd,2024-03-07 00:52:21,1.0,,,,,
222,pudgy penguin,1,16,https://rarible.com/collection/base/0x39ee0ee21902d45098652641b04cf19173bf8ba7,,Base,0x39ee0ee21902d45098652641b04cf19173bf8ba7,2024-02-26 19:55:49,1.0,,,,,
223,Forking |  Pudgy Penguins |Ai Update,1,1,https://rarible.com/collection/base/0x5c675dff5f22eb9f89e755184447bd023afd3c81,,Base,0x5c675dff5f22eb9f89e755184447bd023afd3c81,2023-10-02 04:52:45,1.0,,,,,
224,far.cards - pudgypenguin,1,3,https://rarible.com/collection/base/0x721ed24806923d9b8080e37fadf2e1b08043f16b,,Base,0x721ed24806923d9b8080e37fadf2e1b08043f16b,2024-04-25 21:22:37,1.0,1.0,,,,
225,Pudgy Penguins,1,2,https://rarible.com/collection/base/0x736dc19cdf45c5a36d355469498d70a2f886857d,,Base,0x736dc19cdf45c5a36d355469498d70a2f886857d,2024-02-25 21:03:29,1.0,,,,,
226,Pudgy Penguin,1,1,https://rarible.com/collection/base/0x7907c3a71f9b5ed7c4f6f67a8e536256d0875087,,Base,0x7907c3a71f9b5ed7c4f6f67a8e536256d0875087,2024-06-17 03:41:55,1.0,1.0,,,,
227,pudgypenguins LZ,1,1,https://rarible.com/collection/0x08edfb5f6b5b715413ef796cc7d5ce1145262424,,Ethereum,0x08edfb5f6b5b715413ef796cc7d5ce1145262424,2023-04-01 21:19:59,1.0,,,,,
228,Pudgy Penguins,1,1,https://rarible.com/PUDGYPENGUlNS,,Ethereum,0x2639dc3953f4e51b2d220d813e699701faedc16e,,1.0,,,,,
229,X404-PudgyPenguins,1,7,https://rarible.com/collection/0x2687bc1fef0539217659219296724bc9571b061f,,Ethereum,0x2687bc1fef0539217659219296724bc9571b061f,2024-03-18 14:35:47,1.0,,,,,
23,The Pudgy Penguin Officials Reveal Pass,1K,176,https://rarible.com/collection/polygon/0xcdce87433b024fed7288df2ece8e41ef5e78c233,,Polygon,0xcdce87433b024fed7288df2ece8e41ef5e78c233,2023-01-10 21:05:11,1.0,1.0,,,,
230,Pudgy Penguin,,,https://rarible.com/collection/polygon/0xd4167b84d326cb2b84c341acb2e100aee09ccb0a,,Polygon,0xd4167b84d326cb2b84c341acb2e100aee09ccb0a,,1.0,,,,,
231,Pudgy#47 Penguins,,,https://rarible.com/collection/polygon/0xd71c62a53bcdb75bc87d136ab65d19c944717eac,,Polygon,0xd71c62a53bcdb75bc87d136ab65d19c944717eac,,1.0,,,,,
232,Pudgy Cubism Penguins,,,https://rarible.com/collection/polygon/0xd72a27f59250311996993efffb6509de6977d922,,Polygon,0xd72a27f59250311996993efffb6509de6977d922,,1.0,,,,,
233,Pudgy Penguin,1,1,https://rarible.com/collection/polygon/0xddf7f21a69e74505ed6d4020e928881a7b9e09ec,,Polygon,0xddf7f21a69e74505ed6d4020e928881a7b9e09ec,2023-04-20 13:06:16,1.0,1.0,,,,
234,PudgyPenguins,,,https://rarible.com/collection/polygon/0xde2c10c3915d052cbc6f3ede3e0760ac4cea4633,,Polygon,0xde2c10c3915d052cbc6f3ede3e0760ac4cea4633,,1.0,,,,,
235,PudgyPenguins,,,https://rarible.com/collection/polygon/0xe1e1f475fc7b9266abe320a0ad942b6c755b6d65,,Polygon,0xe1e1f475fc7b9266abe320a0ad942b6c755b6d65,,1.0,,,,,
236,PudgyPenguin,,,https://rarible.com/collection/polygon/0xe46b3cd245ea4171d9bb62107fceb236a274fcee,,Polygon,0xe46b3cd245ea4171d9bb62107fceb236a274fcee,,1.0,,,,,
237,PolyPudgyPenguins,,,https://rarible.com/collection/polygon/0xe5ec078f25741d89546ce316d36f908ef8536607,,Polygon,0xe5ec078f25741d89546ce316d36f908ef8536607,,1.0,,,,,
238,Pudgy Penguin,,,https://rarible.com/collection/polygon/0xe6446a1a36a1327e77fb936e784cb16a717887d2,,Polygon,0xe6446a1a36a1327e77fb936e784cb16a717887d2,,1.0,,,,,
239,Pudgy Penguin #2521,,,https://rarible.com/collection/polygon/0xe73024c6647691de63a199a1241fe37f063688b9,,Polygon,0xe73024c6647691de63a199a1241fe37f063688b9,,1.0,,,,,
24,Forever Pudgy Penguin,4.3K,4.3K,https://rarible.com/collection/polygon/0xf7cfe2c9e09cfdd8de7df7c2b20563301d21435d,,Polygon,0xf7cfe2c9e09cfdd8de7df7c2b20563301d21435d,2023-04-05 13:11:05,1.0,,,,,
240,PudgyPenguins,,,https://rarible.com/collection/polygon/0xea6451045367d2aee2b0ce0f0d10175056912de6,,Polygon,0xea6451045367d2aee2b0ce0f0d10175056912de6,,1.0,,,,,
241,Pudgy Penguins,1,1,https://rarible.com/collection/polygon/0xf2815a5709d8577c683c13600d879463354d5f3e,,Polygon,0xf2815a5709d8577c683c13600d879463354d5f3e,2023-12-04 00:51:07,1.0,,,,,
242,Pudgy Penguins,,,https://rarible.com/collection/polygon/0xf3e01fe12ccd177d00ad60c82d3019235ad7eb27,,Polygon,0xf3e01fe12ccd177d00ad60c82d3019235ad7eb27,,1.0,,,,,
243,Pudgy Penguins,,,https://rarible.com/collection/polygon/0xf5626ba8df41ee295e453837535938ce5c972614,,Polygon,0xf5626ba8df41ee295e453837535938ce5c972614,,1.0,,,,,
244,Pudgy Penguin (Polygon),,,https://rarible.com/collection/polygon/0xf5e905d71d7529dcc1e84136fed9dfe8a32ed839,,Polygon,0xf5e905d71d7529dcc1e84136fed9dfe8a32ed839,,1.0,,,,,
245,Pudgy Penguin,1,17,https://rarible.com/collection/zksync/0x6aea07ad6e82a8ff200eb26a08ad3ca4c06214eb,,zkSync,0x6aea07ad6e82a8ff200eb26a08ad3ca4c06214eb,2023-07-17 13:10:47,1.0,,,,,
246,PudgyPenguins,,,https://rarible.com/collection/zksync/0xe014eabd477b3bacb5b906ec202184a0ed1922fd,,zkSync,0xe014eabd477b3bacb5b906ec202184a0ed1922fd,,1.0,,,,,
247,CubismPudgyPenguins,,,https://rarible.com/collection/polygon/0x853a01c85e6bddcbd2f1288931c1394554e6fadf,,Polygon,0x853a01c85e6bddcbd2f1288931c1394554e6fadf,,1.0,,,,,
248,Pudgy Penguin #6873,,,https://rarible.com/collection/polygon/0x8d3247e9cbf54baee79363e947834656816bfc01,,Polygon,0x8d3247e9cbf54baee79363e947834656816bfc01,,1.0,,,,,
249,Pudgy Penguine #5,,,https://rarible.com/collection/polygon/0x8dfb6f13d6a2221a77e248d797e4934c6541ecc6,,Polygon,0x8dfb6f13d6a2221a77e248d797e4934c6541ecc6,,1.0,,,,,
25,Pudgy Penguin Originals Reveal Pass,1K,176,https://rarible.com/collection/polygon/0xfc3627c75483a158d0a981b184ce5e0caf51fe77,,Polygon,0xfc3627c75483a158d0a981b184ce5e0caf51fe77,2023-01-10 21:05:09,1.0,1.0,,,,
250,Pudgypenguins,,,https://rarible.com/collection/polygon/0x8e7aa6e4650a060b2732fb8427c39942c3c732c6,,Polygon,0x8e7aa6e4650a060b2732fb8427c39942c3c732c6,,1.0,,,,,
251,PudgyPenguins,,,https://rarible.com/collection/polygon/0x91447f31e2b1a174121e2d135f637bb69858579d,,Polygon,0x91447f31e2b1a174121e2d135f637bb69858579d,,1.0,,,,,
252,PudgyPenguins,,,https://rarible.com/collection/polygon/0x9bf4d76ee4d3c42081967a42c729b835d9e2def6,,Polygon,0x9bf4d76ee4d3c42081967a42c729b835d9e2def6,,1.0,,,,,
253,pudgy penguin,,,https://rarible.com/collection/polygon/0xa2a5efbbfc1985d7c2c871e7ece3333bac9f3277,,Polygon,0xa2a5efbbfc1985d7c2c871e7ece3333bac9f3277,,1.0,,,,,
254,Pudgy Penguins,,,https://rarible.com/collection/polygon/0xa37698e2a0184d57e114602d550d92b6c9ceaf6a,,Polygon,0xa37698e2a0184d57e114602d550d92b6c9ceaf6a,,1.0,,,,,
255,Pudgy Penguins V,,,https://rarible.com/collection/polygon/0xa5318cec472def0ba644fdae6efd3477cd29bdb2,,Polygon,0xa5318cec472def0ba644fdae6efd3477cd29bdb2,,1.0,,,,,
256,Pudgy Penguin,,,https://rarible.com/collection/polygon/0xab31127a0bfe5a307b6cbee08d24872fad87994e,,Polygon,0xab31127a0bfe5a307b6cbee08d24872fad87994e,,1.0,,,,,
257,PudgyCubismPenguins,,,https://rarible.com/collection/polygon/0xb08dd8944580a08d6dcd0ee8626b01137022906e,,Polygon,0xb08dd8944580a08d6dcd0ee8626b01137022906e,,1.0,,,,,
258,Pudgy Penguins,,,https://rarible.com/collection/polygon/0xb1ee4990015236a51860ac241217f0b401120915,,Polygon,0xb1ee4990015236a51860ac241217f0b401120915,,1.0,,,,,
259,Pudgy Penguins,,,https://rarible.com/collection/polygon/0xb36a2558252621a4802c0df48b0f5ee3ab6020a6,,Polygon,0xb36a2558252621a4802c0df48b0f5ee3ab6020a6,,1.0,,,,,
26,Forever Pudgy Penguins,69.9K,69.9K,https://rarible.com/collection/zksync/0x65d8e9461f9018596fe0ab94fa050ffb3bca242f,,zkSync,0x65d8e9461f9018596fe0ab94fa050ffb3bca242f,2023-11-02 14:49:44,1.0,,,,,
260,PudgyPenguins,,,https://rarible.com/collection/polygon/0xb8670cbd09b1f193abd657cd46e2abbc7be9ef0c,,Polygon,0xb8670cbd09b1f193abd657cd46e2abbc7be9ef0c,,1.0,,,,,
261,Pudgy Penguin,,,https://rarible.com/collection/polygon/0xb8c583bcd09670345e5edfaa62620017a3c84571,,Polygon,0xb8c583bcd09670345e5edfaa62620017a3c84571,,1.0,,,,,
262,Pudgy Penguine #1,,,https://rarible.com/collection/polygon/0xbec9f905f5f88a81ec81678300d17faa53595512,,Polygon,0xbec9f905f5f88a81ec81678300d17faa53595512,,1.0,,,,,
263,Pudgy Cubism Penguins,,,https://rarible.com/collection/polygon/0xc454ae83048331660b5c77f55c56b4a36f79942e,,Polygon,0xc454ae83048331660b5c77f55c56b4a36f79942e,,1.0,,,,,
264,Pudgy Penguin,,,https://rarible.com/collection/polygon/0xc9c7c627b55db3ad5ff7f3ba01343560523779bc,,Polygon,0xc9c7c627b55db3ad5ff7f3ba01343560523779bc,,1.0,,,,,
265,Pudgy Penguins,,,https://rarible.com/collection/polygon/0xce8c9162cf5898f39ade873fd760d8f6cc8e0198,,Polygon,0xce8c9162cf5898f39ade873fd760d8f6cc8e0198,,1.0,,,,,
266,Pudgy penguins,,,https://rarible.com/collection/polygon/0xcff6627ba5a5acb67a4ea8267964ccf0592bb16e,,Polygon,0xcff6627ba5a5acb67a4ea8267964ccf0592bb16e,,1.0,,,,,
267,Pudgy Penguins,,,https://rarible.com/collection/polygon/0x2ffc0eac884bf0e1fe165a579358154ff87f2640,,Polygon,0x2ffc0eac884bf0e1fe165a579358154ff87f2640,,1.0,,,,,
268,PudgyPenguins,,,https://rarible.com/collection/polygon/0x335ef447aaa0f8d7c6babd8cc882ca6067dbe1b6,,Polygon,0x335ef447aaa0f8d7c6babd8cc882ca6067dbe1b6,,1.0,,,,,
269,Pudgy Penguin Space,,,https://rarible.com/collection/polygon/0x352db81a220dd68962062293cc6ee1f7f226df60,,Polygon,0x352db81a220dd68962062293cc6ee1f7f226df60,,1.0,,,,,
27,Cool Pixel Pudgy Penguins,1K,368,https://rarible.com/collection/0x58fb2d0781677ef238a3d620e7c21dd034074742,,Ethereum,0x58fb2d0781677ef238a3d620e7c21dd034074742,2022-08-22 19:30:13,1.0,,,,,
270,Pudgy Penguin,,,https://rarible.com/collection/polygon/0x369353feba08c3b91f423da775004090c257d997,,Polygon,0x369353feba08c3b91f423da775004090c257d997,,1.0,,,,,
271,Pudgy Penguine #2,,,https://rarible.com/collection/polygon/0x3ba30ccc4f80dc991084cf03e8bad4b32db6854f,,Polygon,0x3ba30ccc4f80dc991084cf03e8bad4b32db6854f,,1.0,,,,,
272,Pudgy Penguin #2857,,,https://rarible.com/collection/polygon/0x3c2efc1c8b776617208d861c740bb3444cbe164c,,Polygon,0x3c2efc1c8b776617208d861c740bb3444cbe164c,,1.0,,,,,
273,Pudgy Penguins Tank Equip,,,https://rarible.com/collection/polygon/0x3cf976d0a22e4cc0716b41dd3f96b669a01cc62c,,Polygon,0x3cf976d0a22e4cc0716b41dd3f96b669a01cc62c,,1.0,,,,,
274,Pudgy Penguins Pixel,,,https://rarible.com/collection/polygon/0x4171f0310d6e24b2c833f90dd2f27144c303055f,,Polygon,0x4171f0310d6e24b2c833f90dd2f27144c303055f,,1.0,,,,,
275,pudgy penguins,,,https://rarible.com/collection/polygon/0x4875a3d206f9dc217f4fa98c547713c63cbcec4c,,Polygon,0x4875a3d206f9dc217f4fa98c547713c63cbcec4c,,1.0,,,,,
276,Pudgy Penguine #5,,,https://rarible.com/collection/polygon/0x4b81d08ff3dd3a49d859f805fbbc66280011435f,,Polygon,0x4b81d08ff3dd3a49d859f805fbbc66280011435f,,1.0,,,,,
277,Pudgy Penguins: Polygon,,,https://rarible.com/collection/polygon/0x52d72d2a42a53314dfeb9343c12d70ea1ccecd60,,Polygon,0x52d72d2a42a53314dfeb9343c12d70ea1ccecd60,,1.0,,,,,
278,Pudgy Penguins Pixel,,,https://rarible.com/collection/polygon/0x619ae81c0c156908bded7ca34f7a93e71e12e072,,Polygon,0x619ae81c0c156908bded7ca34f7a93e71e12e072,,1.0,,,,,
279,pudgy penguins,,,https://rarible.com/collection/polygon/0x6f4c25db785c0812d55632cedc287abb575624d0,,Polygon,0x6f4c25db785c0812d55632cedc287abb575624d0,,1.0,,,,,
28,Egg s By Pudgy Penguins,856,9,https://rarible.com/collection/0xe1a200f5d4adcc65c1d80fa2ba110ea5209fe535,,Ethereum,0xe1a200f5d4adcc65c1d80fa2ba110ea5209fe535,2023-01-05 09:21:59,1.0,,,,,
280,pudgy penguin,,,https://rarible.com/collection/polygon/0x6f91137a294477ccad57871d9a09a0b7178601ea,,Polygon,0x6f91137a294477ccad57871d9a09a0b7178601ea,,1.0,,,,,
281,PudgyPenguins,,,https://rarible.com/collection/polygon/0x705d061b12b874285403f547ee836f9b9e524644,,Polygon,0x705d061b12b874285403f547ee836f9b9e524644,,1.0,,,,,
282,PIXEL Pudgy Penguins 97,,,https://rarible.com/collection/polygon/0x726d02e9534a7d9ccbde307d269c74048d11a616,,Polygon,0x726d02e9534a7d9ccbde307d269c74048d11a616,,1.0,,,,,
283,Pudgy penguins,,,https://rarible.com/collection/polygon/0x768b55d81d7923f001b638dede1e5188fa7b94e1,,Polygon,0x768b55d81d7923f001b638dede1e5188fa7b94e1,,1.0,,,,,
284,Pudgy Penguin,,,https://rarible.com/collection/polygon/0x7c31ae90944ea925d8bae24b2fcfec69f978369e,,Polygon,0x7c31ae90944ea925d8bae24b2fcfec69f978369e,,1.0,,,,,
285,Pudgy Penguins,,,https://rarible.com/collection/polygon/0x7f5cdc05fefa2fdb186fa97fa422cc2b151f0a7e,,Polygon,0x7f5cdc05fefa2fdb186fa97fa422cc2b151f0a7e,,1.0,,,,,
286,Pudgy Penguins: Ethereum,,,https://rarible.com/collection/polygon/0x80b0d631577ab2926fcbf3e3b2a2e251ab344ca6,,Polygon,0x80b0d631577ab2926fcbf3e3b2a2e251ab344ca6,,1.0,,,,,
287,stig308 Pudgy Penguin,,,https://rarible.com/collection/0xfd338ccfae760a68f9835b43a2ee704ab85f5f95,,Ethereum,0xfd338ccfae760a68f9835b43a2ee704ab85f5f95,,1.0,,,,,
288,Pudgy Penguin #2521,,,https://rarible.com/collection/base/0x046bd3e91b01a21076651617d553b61469130aa3,,Base,0x046bd3e91b01a21076651617d553b61469130aa3,,1.0,,,,,
289,Pudgy Penguin #1,,,https://rarible.com/collection/base/0x0f4284c0728f5c9ef05a8baa771b1e1242b23b09,,Base,0x0f4284c0728f5c9ef05a8baa771b1e1242b23b09,,1.0,,,,,
29,Pudgy Penguin Genesis Reveal Pass,1K,176,https://rarible.com/collection/polygon/0x012e50a6e30b609f4063d463aa720c963fe5e210,,Polygon,0x012e50a6e30b609f4063d463aa720c963fe5e210,2023-01-10 21:05:07,1.0,1.0,,,,
290,Pudgy Penguin's,,,https://rarible.com/collection/base/0x184dbb03312e8479d89b1fbdfe0dba66674684a8,,Base,0x184dbb03312e8479d89b1fbdfe0dba66674684a8,,1.0,,,,,
291,Pudgy Penguin #2521,,,https://rarible.com/collection/base/0x2843698935e050156ae1cc356db2ba82b129206b,,Base,0x2843698935e050156ae1cc356db2ba82b129206b,,1.0,,,,,
292,Pudgy PenguinsKing,,,https://rarible.com/collection/base/0x3c211521e43709502ba94e2944801639bab10075,,Base,0x3c211521e43709502ba94e2944801639bab10075,,1.0,,,,,
293,Pudgy Penguin's,,,https://rarible.com/collection/base/0x4380e484162eb92252fb43f0032b3691ca234062,,Base,0x4380e484162eb92252fb43f0032b3691ca234062,,1.0,,,,,
294,PudgyPenguins,,,https://rarible.com/collection/base/0x860ba5a6a337d6da5e81b79cfedfb5b52a0ad5ae,,Base,0x860ba5a6a337d6da5e81b79cfedfb5b52a0ad5ae,,1.0,,,,,
295,Zora pudgy penguin 🐧,,,https://rarible.com/collection/base/0xc2900d8656a6559f001c843ad8a58f42d68c69e7,,Base,0xc2900d8656a6559f001c843ad8a58f42d68c69e7,,1.0,,,,,
296,pudgy penguins space,,,https://rarible.com/collection/polygon/0x02165a2aea42351a94f0bed86f5a1adb9f5438af,,Polygon,0x02165a2aea42351a94f0bed86f5a1adb9f5438af,,1.0,,,,,
297,pudgy penguins space,,,https://rarible.com/collection/polygon/0x02670878649934be2323e688d479ac82536a1aef,,Polygon,0x02670878649934be2323e688d479ac82536a1aef,,1.0,,,,,
298,pudgy penguins,,,https://rarible.com/collection/polygon/0x0c6024c8e84d2a05672bbedd7889260348806cf3,,Polygon,0x0c6024c8e84d2a05672bbedd7889260348806cf3,,1.0,,,,,
299,Lil Baby Pudgy Penguins,,,https://rarible.com/collection/polygon/0x0d34f2a13b3eb59add580bd24316dc80a2705ebf,,Polygon,0x0d34f2a13b3eb59add580bd24316dc80a2705ebf,,1.0,,,,,
3,Pixel Pudgy Penguins,2.2K,618,https://rarible.com/collection/0x13c83deef76383571de0c1fdc9e50e439c20f85c,,Ethereum,0x13c83deef76383571de0c1fdc9e50e439c20f85c,2022-08-24 00:35:14,1.0,,,,,
30,LC Pudgy Penguin Officials Reveal Pass,1K,176,https://rarible.com/collection/polygon/0x09286faed67d3d974a47da4a50bf6b527b263f78,,Polygon,0x09286faed67d3d974a47da4a50bf6b527b263f78,2023-01-10 21:05:07,1.0,1.0,,,,
300,Pudgy Penguin,,,https://rarible.com/collection/polygon/0x132a082dc044757957974660036d9f99beddf4fa,,Polygon,0x132a082dc044757957974660036d9f99beddf4fa,,1.0,,,,,
301,Lil Baby Pudgy Penguins,,,https://rarible.com/collection/polygon/0x1e678440055302819514be7aa516d48c98ab6f3b,,Polygon,0x1e678440055302819514be7aa516d48c98ab6f3b,,1.0,,,,,
302,PudgyPenguins (FXERC721),,,https://rarible.com/collection/polygon/0x280d11ce7c786f88011b03e9e2b200fba44381ce,,Polygon,0x280d11ce7c786f88011b03e9e2b200fba44381ce,,1.0,,,,,
303,Pudgy penguins,,,https://rarible.com/collection/polygon/0x29297a43adef8671e2fc62dac8f15b9c49723e4e,,Polygon,0x29297a43adef8671e2fc62dac8f15b9c49723e4e,,1.0,,,,,
304,Pudgy Penguin,,,https://rarible.com/collection/polygon/0x29764ed47852e810b893dbbe358b1688baada0cb,,Polygon,0x29764ed47852e810b893dbbe358b1688baada0cb,,1.0,,,,,
305,Pudgy Penguins,,,https://rarible.com/collection/polygon/0x2eaadc802dbec4eee4330567897c275c86cd0064,,Polygon,0x2eaadc802dbec4eee4330567897c275c86cd0064,,1.0,,,,,
306,Pudgypenguins1,,,https://rarible.com/collection/polygon/0x2ee00076e2041f0bd402d700d337937677b79187,,Polygon,0x2ee00076e2041f0bd402d700d337937677b79187,,1.0,,,,,
307,Wrapped PudgyPenguins,,,https://rarible.com/collection/0x174c10374745e388aaad1214bd084db4228b9526,,Ethereum,0x174c10374745e388aaad1214bd084db4228b9526,,1.0,,,,,
308,Pudgy Penguins,,,https://rarible.com/collection/0x1b311da224f50da1e7889bbe3dc0dde2a422b86e,,Ethereum,0x1b311da224f50da1e7889bbe3dc0dde2a422b86e,,1.0,,,,,
309,Pudgy Penguins,,,https://rarible.com/collection/0x309907e98652b3ed4ae6d787ab22ad3fc8047316,,Ethereum,0x309907e98652b3ed4ae6d787ab22ad3fc8047316,,1.0,,,,,
31,The Pudgy Penguin Origins Reveal Pass,1K,176,https://rarible.com/collection/polygon/0x0973a73038471dee8364d68e2a21046ce31d9046,,Polygon,0x0973a73038471dee8364d68e2a21046ce31d9046,2023-01-10 21:05:03,1.0,1.0,,,,
310,Pudgy Penguins 404,,,https://rarible.com/collection/0x48f056d425b7181d496d0f461916c35aec087d36,,Ethereum,0x48f056d425b7181d496d0f461916c35aec087d36,,1.0,,,,,
311,Pudgy Penguin,,,https://rarible.com/collection/0x560c92f886604539d57a4255b130cf94414f2c5a,,Ethereum,0x560c92f886604539d57a4255b130cf94414f2c5a,,1.0,,,,,
312,Pudgy Penguins,,,https://rarible.com/collection/0x60de0b27770fa17221f487b07ad446cfa60dad0c,,Ethereum,0x60de0b27770fa17221f487b07ad446cfa60dad0c,,1.0,,,,,
313,Pudgy Penguins,,,https://rarible.com/collection/0x68095657b7de8fdaa27fa06a5713160a0781a50b,,Ethereum,0x68095657b7de8fdaa27fa06a5713160a0781a50b,,1.0,,,,,
314,Pudgy Penguin #4762,,,https://rarible.com/collection/0x6ac95e1fd308f6e5049a8d365f4f05ffc59226b8,,Ethereum,0x6ac95e1fd308f6e5049a8d365f4f05ffc59226b8,,1.0,,,,,
